2,Exportaciones de mercaderías (US$ a precios actuales),Población urbana (% del total),"Población, hombres (% del total)","Población, total","Tasa de inactividad por edades, personas menores de 15 años (% de la población en edad de trabajar)","Población de 80 años en adelante, varones (% de la población masculina)","Población de 70 a 74 años, varones (% de la población masculina)","Población de 65 años de edad y más, hombres (% del total)","Población de 65 a 69 años, varones (% de la población masculina)","Población de 55 a 59 años, varones (% de la población masculina)","Población de 45 a 49 años, varones (% de la población masculina)","Población de 35 a 39 años, varones (% de la población masculina)","Población de 25 a 29 años, varones (% de la población masculina)",Población entre 15 y 64 años de edad (% del total),"Población entre 15 y 64 años de edad, mujeres (% del total)","Población de 10 a 14 años, varones (% de la población masculina)",Población entre 0 y 14 años de edad (% del total),"Población entre 0 y 14 años de edad, mujeres (% del total)",Factor de conversión alternativo del Departamento de Economía del Desarrollo del Banco Mundial: DEC (UMN por US$),Gasto militar (% del PIB),Suscripciones a telefonía fija (por cada 100 personas),Importaciones de mercaderías (US$ a precios actuales),Población urbana,Población rural,"Población, hombres","Tasa de inactividad por edades, personas de 65 años y más (% de la población en edad de trabajar)","Población de 80 años en adelante, mujeres (% de la población femenina)","Población de 70 a 74 años, mujeres (% de la población femenina)","Población de 65 años de edad y más, hombres","Población de 65 a 69 años, mujeres (% de la población femenina)","Población de 55 a 59 años, mujeres (% de la población femenina)","Población de 45 a 49 años, mujeres (% de la población femenina)","Población de 35 a 39 años, mujeres (% de la población femenina)","Población de 25 a 29 años, mujeres (% de la población femenina)","Población entre 15 y 64 años de edad, total","Población entre 15 y 64 años de edad, mujeres","Población de 10 a 14 años, mujeres (% de la población femenina)","Población entre 0 y 14 años de edad, total","Población entre 0 y 14 años de edad, mujeres",Gasto militar (UMN a precios actuales),"Transferencias de armamento, importaciones (valores del indicador de tendencia del Instituto Internacional de Investigación para la Paz de Estocolmo) (SIPRI)",Suscripciones a telefonía fija,"Transferencias de armamento, exportaciones (valores del indicador de tendencia del Instituto Internacional de Investigación para la Paz de Estocolmo) (SIPRI)",Military expenditure (current USD),Población en aglomerados urbanos de más de 1 millón de personas,"Población, mujeres (% del total)",Tasa de inactividad por edades (% de la población en edad de trabajar),"Población de 75 a 79 años, varones (% de la población masculina)",Población de 65 años de edad y más (% del total),"Población de 65 años de edad y más, mujeres (% del total)","Población de 50 a 64 años, varones (% de la población masculina)","Población de 50 a 54 años, varones (% de la población masculina)","Población de 40 a 44 años, varones (% de la población masculina)","Población de 30 a 34 años, varones (% de la población masculina)","Población de 20 a 24 años, varones (% de la población masculina)","Población entre 15 y 64 años de edad, hombres (% del total)","Población de 15 a 19 años, varones (% de la población masculina)","Población de 5 a 9 años, varones (% de la población masculina)","Población entre 0 y 14 años de edad, hombres (% del total)","Población de 0 a 4 años, varones (% de la población masculina)","Total de reservas (incluye oro, US$ a precios actuales)",Población de la ciudad con más habitantes (% de la población urbana),"Inflación, precios al consumidor (% anual)",Total de reservas menos oro (US$ a precios actuales),Población de la ciudad con más habitantes,Población de refugiados por país o territorio de asilo,Índice de precios al consumidor (2010 = 100),Población en aglomerados urbanos > 1 millón (% de la población total),Población rural (% de la población total),"Población, mujeres","Población de 75 a 79 años, mujeres (% de la población femenina)","Población de 65 años de edad y más, total","Población de 65 años de edad y más, mujeres","Población de 50 a 64 años, mujeres (% de la población femenina)","Población de 50 a 54 años, mujeres (% de la población femenina)","Población de 40 a 44 años, mujeres (% de la población femenina)","Población de 30 a 34 años, mujeres (% de la población femenina)","Tasa de cambio oficial (UMN por US$, promedio para un período)","Población de 20 a 24 años, mujeres (% de la población femenina)","Población entre 15 y 64 años de edad, hombres","Población de 15 a 19 años, mujeres (% de la población femenina)","Población de 5 a 9 años, mujeres (% de la población femenina)","Población entre 0 y 14 años de edad, hombres","Población de 0 a 4 años, mujeres (% de la población femenina)"
1970,34228000000.0,72.274,47.264502321955,78169289.0,36.97127043872422,1.4184523078697,3.1139374263227,11.1075611926207,4.79578134568456,5.20668463613608,5.353278885006,7.01259104564723,7.74250193778395,63.0446744955523,62.5307259213605,7.9657036258445,23.3084177739346,21.5464620228441,1.8713,3.0126306441914,10.96755314,29947000000.0,56496072.0,21673217.0,36946325.0,21.64640885861316,2.40954751222894,4.58712304477616,4103836.0,5.85092941798584,6.70790384232367,6.70306841851016,5.8570533193695,6.48113300095375,49281574.0,25777019.0,6.77262683169529,18220024.0,8882090.0,10863546102.9542,1407000000.0,8587000.0,1581000000.0,5805254072.212919,7141802.0,52.7354989552726,58.617679297337375,1.77939011274378,13.6469077305131,15.9228120557954,5.41726118906317,3.54693200096002,6.53701771635869,8.84494214103511,6.62830673927795,63.6181140369384,7.32859774567025,8.98079205401234,25.2743247704408,8.32782909058398,13878868480.0,5.675281283272224,3.45024936360888,9629750000.0,3206311.0,115000.0,31.8027021959782,9.136327183428776,27.726,41222965.0,3.07521208080445,10667691.0,6563855.0,6.78478260035045,4.57462457015074,6.11805842851003,7.32575426768535,3.66000000266,5.65303306832878,23504555.0,6.32531440517802,7.66920377668761,9337934.0,7.10463141446125
1971,38845000000.0,72.332,47.2955417250372,78312842.0,36.81894778518968,1.41246360101701,3.2468768742481,11.2469475941766,4.79335016149849,4.76176453008055,5.34790239265635,7.2531594754181,7.0073363577279,62.9482575256143,62.328615542555,8.18616566040907,23.1768863675055,21.4383150683351,1.7933,3.0602135619165702,10.9279,34293000000.0,56645245.0,21667597.0,37038483.0,22.041684077445634,2.48549460738032,4.66947279970405,4165699.0,5.91735314096163,6.20090392453226,6.49343752384588,6.06002935183982,5.90516096839684,49296569.0,25725737.0,6.97574972043493,18150478.0,8848527.0,12248198760.2149,2404000000.0,8587000.0,1357000000.0,6829977561.04103,7123747.0,52.7044582749628,58.8606318626353,1.79425695741296,13.8748561068802,16.2330693891099,5.27359529950004,3.90832903688223,6.70132589497571,9.01415706053183,6.99435039066499,63.6387643828102,7.3768439443725,9.01859388772721,25.1142880230132,7.90952847487694,19312523394.8587,5.6332424725146835,5.2409744827309,14231068184.8587,3190964.0,125000.0,33.4694737028883,9.09652467982199,27.668000000000006,41274359.0,3.16074884106391,10865794.0,6700095.0,6.76739769555855,5.06685183302185,5.99482237460625,7.47804668828753,3.50739351008637,5.98934254283407,23570833.0,6.37262263963194,7.70531772662744,9301951.0,6.75724762127269
1972,46737000000.0,72.389,47.321879748164,78688452.0,36.43059872000832,1.40771307265571,3.38472892671555,11.3744395345722,4.7563133421206,4.20373606940389,5.42589528192465,7.58572958478619,6.63336576551299,62.9496077211971,62.1931478066382,8.41481045742379,22.9329190048324,21.225253102999,1.6303,3.16750756612331,10.9279,40378000000.0,56961784.0,21726668.0,37236855.0,22.426625858661488,2.56956255362549,4.77414805003671,4235484.0,5.98712634718692,5.53035014660937,6.29561134535114,6.34854179895207,5.62367120948174,49534072.0,25780052.0,7.18686961710738,18045559.0,8798206.0,13822052766.2923,853000000.0,8587000.0,1359000000.0,8478070553.993549,7106011.0,52.678118980276,58.85722457866981,1.82568419308033,14.1174732739705,16.5815990903628,5.16209602854953,4.37056257267532,6.74996334535378,8.94786635161786,7.23718900801558,63.7916893447627,7.47528533692294,8.98339982850476,24.8338711206651,7.43566083473657,26942103304.4957,5.5750869741017945,5.48493312214326,19325763804.4957,3175669.0,125000.0,35.305251951825,9.030563976528603,27.611000000000004,41451596.0,3.25076213951372,11108821.0,6873337.0,6.73050738829162,5.67649183383975,5.86704677722803,7.43821564991159,3.18864166566667,6.23408524484794,23754019.0,6.44862641212497,7.68195691282936,9247353.0,6.35642657306222
1973,67563000000.0,72.446,47.3407876135225,78936666.0,35.78190073582256,1.40437770223094,3.50035064768289,11.4991697164993,4.71858669012955,3.64187040112658,5.67343184764376,8.01077606417896,6.52513483002532,63.0619295656479,62.1469548524003,8.6482439522421,22.5647575835225,20.8958691879649,1.3665,3.15961733306638,10.9279,54891000000.0,57186457.0,21750209.0,37369239.0,22.792377144692686,2.66375785824675,4.87053697153976,4297152.0,6.0793816761219,4.83275001343672,6.17819359994154,6.71887769294538,5.55051513532003,49778985.0,25832890.0,7.40027647351062,17811867.0,8685875.0,15356372162.1692,1742000000.0,8587000.0,224000000.0,11237904808.0976,7088671.0,52.6592123864775,58.57427788051525,1.87585467645594,14.3733128508296,16.9571759596348,5.06542682318167,4.79626688266054,6.67639364077418,8.68555418142746,7.38767241296557,64.0796956698989,7.61716858591479,8.86163725045763,24.4211346136018,6.91125341090209,41407633837.3906,5.526640686972441,7.03202399303896,28205911337.3906,3160490.0,125000.0,37.7879257398802,8.980200658588748,27.554000000000002,41567427.0,3.34349945372638,11345814.0,7048662.0,6.69862092871235,6.23553244530019,5.7292147258891,7.24497903998822,2.67259999908333,6.40813074627872,23946095.0,6.55014052458804,7.58234716236384,9125992.0,5.91324555209049
1974,89368000000.0,72.503,47.3577042862619,78967433.0,34.919140312368086,1.40463749507643,3.59256115035204,11.6186592117148,4.67109441075879,3.28513261282591,6.01635965286113,8.41694345942426,6.5233483614033,63.2699547885922,62.1784847282836,8.85727468762456,22.0933237498318,20.4697050591393,1.3231,3.2611413303770798,10.9279,69661000000.0,57253758.0,21713675.0,37397163.0,23.13376275670196,2.77218667122777,4.9607403444694,4345049.0,6.18257575514127,4.37156463063996,6.11158356817189,7.07580712537626,5.545966812856,49962659.0,25847763.0,7.58919332777822,17446531.0,8509311.0,17154255626.0495,2132000000.0,8587000.0,1189000000.0,12965199626.6718,7071651.0,52.6422944418057,58.05290306907004,1.95036615552751,14.6367214615759,17.3518102125772,4.93611419616057,5.04907886458046,6.67765014850248,8.3064255530807,7.46752322856138,64.48322068447,7.80464460706982,8.63480331584874,23.8981201038152,6.40604210034193,49293767750.2605,5.493721477636455,6.98643109327502,27358756750.2605,3145362.0,123000.0,40.4279531332749,8.9551486370337,27.497,41570269.0,3.43630744173872,11558243.0,7213194.0,6.62409994594282,6.56453387197385,5.70094660840034,6.96899870113437,2.587749999,6.52982062065708,24114895.0,6.68516284313102,7.39158246059519,8937219.0,5.48892927076585
1975,90176000000.0,72.56,47.3747658539942,78673554.0,33.89549543080069,1.40596769377898,3.66448534633466,11.7052070539058,4.59231573182537,3.32408210257928,6.30563436529837,8.71156330448462,6.79160593534317,63.5792210108957,62.305690847942,9.00014185820919,21.5504926180763,19.9747264625131,1.2579,3.2832161608145802,16.34623116,74931000000.0,57085531.0,21588023.0,37271412.0,23.38859512547703,2.87779007268517,5.05923458876923,4362696.0,6.25872502778456,4.43439553588371,6.03587741106039,7.34116577020334,5.77438191467528,50020033.0,25795891.0,7.713413453533,16954538.0,8269965.0,18090849367.7044,1835000000.0,12834000.0,1422000000.0,14381443615.8645,7054977.0,52.6252354196719,57.284090556277725,2.04243828196683,14.870286371028,17.7195826895449,4.70243227614756,5.10962972587759,6.84905629206085,7.66138643070106,7.50586665626758,64.9938945049442,8.03263741618412,8.31261414407134,23.3008984411499,5.9881424388694,42710976245.1883,5.483536625068794,5.91033626324096,26215752995.1883,3130306.0,122000.0,42.8173811077969,8.96740599770032,27.44,41402143.0,3.52383300030592,11698983.0,7336287.0,6.4008570615365,6.55538686361753,5.8364590957144,6.46784252450269,2.46029166608333,6.59393793298404,24224142.0,6.86538673776415,7.12404085200804,8684574.0,5.13727215697209
1976,102162000000.0,72.617,47.3916002681632,78336950.0,32.75158317070823,1.4163395976308,3.68955629113225,11.7498515303298,4.50150238744992,3.68289869988215,6.48801183228314,8.89208082280773,7.18583240886609,63.9844460384827,62.5285045045246,9.06716537522635,20.9559188341781,19.43028430771,1.2874,3.1355665940907897,18.13582873,88421000000.0,56885943.0,21451007.0,37125134.0,23.536400038113886,2.99136158923559,5.15344389525296,4362148.0,6.27958687250506,4.93766100138433,5.94089415483875,7.5159596178247,6.13182025844537,50123464.0,25769132.0,7.77092637018493,16416228.0,8007573.0,18731874833.0984,1387000000.0,14212000.0,1655000000.0,14549820054.759,7038629.0,52.6083997318368,56.287983208822126,2.14245325411684,15.0596351273392,18.0412111877654,4.31775556160296,5.12541225737001,7.10616884327267,6.94930414573525,7.5703315277147,65.6006554893361,8.2828593898014,7.92142286713361,22.6494929803341,5.6609047379741,45867199927.0955,5.476400382428397,4.24663102299216,30018848177.0955,3115302.0,122000.0,44.6356772971534,8.985068987240377,27.382999999999996,41211816.0,3.61681883077176,11797259.0,7435111.0,5.94327249910339,6.37846583793477,6.06084954384364,5.89942170092269,2.51799999908333,6.64025714061481,24354331.0,7.07990274961217,6.79664449461998,8408655.0,4.8627134429051
1977,118072000000.0,72.674,47.4087943750135,78159814.0,31.558251512646578,1.44405119205612,3.68732956067577,11.818732304165,4.43531867715199,4.13419226633738,6.55037245884563,8.824673840058,7.44072172937473,64.4011043440971,62.7569101440886,9.04763665897269,20.323862158621,18.852344018241,1.1873,3.0382937113130297,20.13263093,101458000000.0,56801863.0,21357951.0,37054626.0,23.718590013788006,3.12493508813568,5.25170573946131,4379387.0,6.28027065468631,5.55332948502073,5.83396144013139,7.48433841177628,6.38066564577358,50335783.0,25796346.0,7.76056684324638,15885093.0,7749291.0,19339954789.9919,1042000000.0,15748000.0,1925000000.0,16288883939.318201,7022675.0,52.5912056249865,55.27684152643458,2.25203287428111,15.2750334972819,18.3907458376705,3.82267046993062,5.2148283285664,7.44590459088138,6.58525969648467,7.67726596451118,66.225030866947,8.52914152195699,7.45720468512883,21.956236828888,5.45139548478651,54220834449.6053,5.458291042320214,3.73416240635144,34708074199.6053,3100411.0,120000.0,46.3024459786041,8.985020102529926,27.325999999999993,41105188.0,3.73383435538716,11938938.0,7559551.0,5.31820344354576,6.20540224474692,6.36525999792817,5.62069014847167,2.32218333241667,6.70045894002263,24539438.0,7.29460038667143,6.40415880294944,8135801.0,4.68761837204514
1978,142453000000.0,72.73,47.4262717651471,78091820.0,30.336169845988355,1.48418595638115,3.67912106016176,11.8861164695214,4.37750066337757,4.54409924803704,6.48291051593558,8.55170057600754,7.58572560002755,64.8348516820129,62.9924360808363,8.92697175058083,19.6684108317103,18.2537187608448,1.027,3.04944455208258,22.16556508,121754000000.0,56796181.0,21295639.0,37036039.0,23.901862260845768,3.26663040413765,5.36506114587448,4402147.0,6.28008579045832,6.11516729733841,5.70915317493011,7.28491525570735,6.54352512127871,50630716.0,25862037.0,7.66532828601029,15359420.0,7494207.0,20703898841.9095,691000000.0,17305000.0,1602000000.0,20159786212.046402,7007045.0,52.5737282348529,54.23803210683412,2.34530878960094,15.4967374862769,18.7538451583189,3.31772241041364,5.46245282929691,7.86701659693043,6.47707549405593,7.81745739698067,66.8772356499446,8.77107498225929,6.92312989979454,21.236647880534,5.3865462301586,75286223391.8784,5.432706822312578,2.71869696123344,48474035391.8784,3085570.0,83500.0,47.5612691704011,8.972828396111142,27.27,41055781.0,3.84206781784847,12101684.0,7699538.0,4.65865446039339,6.10546821590793,6.74570138952437,5.54649073541598,2.00862499916667,6.77808891501948,24768679.0,7.50527151532055,5.95707300092454,7865213.0,4.63131747390993
1979,171804000000.0,72.787,47.4461593613828,78126350.0,29.089015056112533,1.53572873980982,3.65989987643238,11.8992674195057,4.28390814931268,4.78468017471155,6.4847022708371,8.1588628246639,7.65032192216843,65.329647119894,63.283556228392,8.69393070948797,19.0037506805269,17.6486522475037,0.9371,2.9641823832573,24.27879547,159646000000.0,56865826.0,21260524.0,37067953.0,23.98084517358449,3.41178440819916,5.48274650052143,4410815.0,6.23247589623912,6.44829017595185,5.68835508068431,6.99642586828579,6.64576154843345,51039669.0,25983214.0,7.47405211879078,14846937.0,7246254.0,21856991639.4244,65000000.0,18917000.0,1420000000.0,23323130253.4145,6991768.0,52.5538406386172,53.06986022969702,2.41973065395077,15.666602199579,19.0677915241043,3.00024457626138,5.7975881017916,8.26129460356944,6.47364000660084,7.99913151960981,67.5960041624626,8.98553816224859,6.39968554442036,20.5047284180317,5.41111216412337,101318444090.898,5.400081588544937,4.04362006473392,52549420090.8978,3070801.0,87000.0,49.4844661936176,8.949308395950919,27.212999999999994,41058397.0,3.94078471914453,12239744.0,7828930.0,4.2239483126131,6.05248779800432,7.1084199280265,5.53855060139814,1.8328833325,6.89002186508243,25056455.0,7.69129504991214,5.52319198822059,7600683.0,4.65140814049236
1980,192860000000.0,72.844,47.4702199423467,78288576.0,27.870553343317223,1.59993553509702,3.61642716518081,11.7881037772279,4.08913006747447,4.84131719313139,6.65083542901591,7.5001315485911,7.66926932022269,65.9370413218311,63.7101068828549,8.35923795681788,18.3770181132372,17.0815473677904,0.9294,2.96134975965833,26.26618588,188002000000.0,57028530.0,21260046.0,37163759.0,23.78927049136487,3.55759882043555,5.57272153445186,4380902.0,6.03455103014147,6.44479978847407,5.82617601095455,6.47781278193016,6.68660017291716,51621171.0,26200665.0,7.20003120810205,14387106.0,7024755.0,23350835124.8579,150000000.0,20431600.0,1589000000.0,25125769751.654198,6976821.0,52.5297800576533,51.65982383468209,2.48261100947559,15.6859405649318,19.2083457493547,3.04714606719543,6.07416919448038,8.53486311187664,6.73873534451879,8.21737265223002,68.4013310686303,9.127491207368,5.96138134172197,19.8105651541418,5.48994585560192,104701722862.371,5.358865115408025,5.44105754460348,48591933862.3714,3056082.0,94000.0,52.1769444748521,8.911671863848948,27.156000000000006,41124817.0,4.04347436432581,12280300.0,7899397.0,4.29469934106657,5.98480822288458,7.37145795873169,5.76207238635082,1.81766666583333,7.0502851801847,25420506.0,7.81139503936058,5.15897801688762,7362351.0,4.72253814280076
1981,176047000000.0,72.989,47.4998168553313,78407907.0,26.66548998003429,1.67041104442591,3.55943326216936,11.4942160078392,3.75349835804154,4.85400544626171,6.89610223330822,6.78079054737942,7.71536398404666,66.7378145028552,64.3839424291091,7.95388979717731,17.7959649203848,16.556145104145,1.1555,3.0418796886871,27.86386353,163941000000.0,57229147.0,21178760.0,37243612.0,23.1745986123914,3.70778849808138,5.6073508318111,4280861.0,5.60586497321286,6.27232404467383,6.04913508808493,5.8935012075666,6.71377238902034,52327724.0,26503197.0,6.86373867523201,13953444.0,6815221.0,25119538281.2092,261000000.0,21645900.0,1900000000.0,21738730858.1498,6962105.0,52.5001844319269,49.840088592425694,2.51087334320244,15.46622057676,19.0599124667459,3.38172724954298,6.24364540808338,8.69353092905351,7.12493698677069,8.459343870545,69.3394817903674,9.19003513537585,5.61917233065879,19.1663022017933,5.5932400739572,81553651369.2458,5.332150066818224,6.34424277746331,43718806369.2458,3051544.0,100000.0,55.487176506199,8.879340447131181,27.010999999999996,41164296.0,4.1389081636406,12126740.0,7845879.0,4.78801873260675,5.89336512645736,7.53894003849502,6.11373561034216,2.25999999908333,7.25320771371477,25824528.0,7.86794247814734,4.87492797508857,7138223.0,4.81747845382437
1982,176424000000.0,73.107,47.5354549639784,78333366.0,25.506143365348876,1.74548893729563,3.52027789084662,11.1019345925623,3.31887365310933,4.9357794439955,7.221084486317,6.41743135069483,7.80901203391879,67.6378593701903,65.1954767673891,7.47952746239199,17.2518094539613,16.0623878520041,1.2407,3.03429562949999,29.08320441,155323000000.0,57267174.0,21066192.0,37236122.0,22.340049297310618,3.86995944467649,5.6213438890687,4133930.0,5.01539013780136,6.10281325741303,6.35208410126844,5.60757232453621,6.76601324737323,52983012.0,26793544.0,6.46525529435304,13513923.0,6601199.0,26101314434.5219,453000000.0,22571600.0,1516000000.0,21037571076.426098,6935033.0,52.4645450360216,47.8461926626595,2.51729411131068,15.1103311758484,18.7421353806069,3.79360059671796,6.29703822224323,8.61223960845561,7.37267910300722,8.70597011514897,70.33349975392,9.16866479342086,5.40622231565893,18.5645656535178,5.67881587546684,88250228616.2792,5.323274726285603,5.24104507228424,44761572816.2792,3048489.0,100000.0,58.3952844362268,8.85322992503603,26.893,41097244.0,4.23544190906033,11836431.0,7702501.0,5.38577338810131,5.78876018810275,7.50021262116797,6.35976007540064,2.42659166575,7.46874493390005,26189468.0,7.86374263012545,4.69892167237557,6912724.0,4.89821088527546
1983,169417000000.0,73.103,47.576353751816,78128282.0,24.46158421262701,1.81578214332124,3.48717264458949,10.7009232596969,2.87809246839673,5.16743909262596,7.62632971363345,6.30996895369687,7.94013257231156,68.5075056244474,65.9887208405074,6.93709232682328,16.7580205129525,15.6162122879449,1.3055,3.0269739405214002,30.14926734,152877000000.0,57114118.0,21014164.0,37170588.0,21.50782371567217,4.02744792871566,5.6326692801672404,3977596.0,4.39215699969105,6.0043146392765,6.73035378463235,5.53041897418237,6.84544009696884,53523737.0,27027458.0,6.01405938018431,13092754.0,6396040.0,27190398815.5216,434000000.0,23385600.0,2216000000.0,20828212902.3652,6894482.0,52.423646248184,45.96940792829918,2.51987600338947,14.7344738626001,18.3950668715476,4.16043847583505,6.22483113243681,8.33547328421994,7.51600972985864,8.95553356613849,71.2829154717074,9.04675895095062,5.34445265046867,18.0161612685957,5.73461629130372,78986153756.2804,5.325000379065646,3.29341474302845,42674220756.2804,3041327.0,115000.0,60.3184833430829,8.824566243501938,26.897000000000006,40957694.0,4.34279266297369,11511791.0,7534195.0,5.92687561178221,5.6654152984784,7.29363915695363,6.52547444960904,2.55325833241667,7.68963222769892,26496279.0,7.77715660092518,4.64718516918555,6696713.0,4.95496773857505
1984,171735000000.0,72.943,47.6227150346406,77858685.0,23.616370437416737,1.88533597063659,3.42239609876049,10.43214517754,2.6076102686826,5.47942414968688,8.0054635241531,6.30868605565698,8.11429600271217,69.1523712022981,66.5362629390067,6.40609874437942,16.3312805109477,15.2339309592779,1.4551,2.92622466159061,31.48259581,153022000000.0,56792461.0,21066224.0,37078420.0,20.99183027873841,4.18892987727376,5.60005791035571,3868075.0,3.98482344036346,5.9499739984275,7.08816428307432,5.52194489399412,6.96629729534419,53841127.0,27133664.0,5.57651029164096,12715320.0,6212437.0,27565036312.1836,412000000.0,24420600.0,2839000000.0,18943609976.0043,6850568.0,52.3772849653594,44.608200716155146,2.51680283946029,14.5163482867543,18.2298061017155,4.37031851386967,6.22153182221148,7.94937702048358,7.58451899884461,9.1813310082459,72.0296672523375,8.81472015647319,5.37520181741008,17.5381875701225,5.75688700833301,69485148465.606,5.357654777453648,2.40579339931964,40140537865.6059,3042744.0,126600.0,61.7696214339205,8.798720399657405,27.057000000000002,40780265.0,4.45599487372254,11302238.0,7434163.0,6.24408171326438,5.64428199724369,6.99877833959727,6.63507506784924,2.84594166616667,7.89191537172403,26707463.0,7.5957499784879,4.67526807414495,6502883.0,4.98215259349195
1985,183933000000.0,72.711,47.6776111761015,77684873.0,23.060852876580622,1.95314886510152,3.2690640834355,10.3757805153474,2.65622372569986,5.73349542216214,8.26725427401586,6.57952341221523,8.3296983383968,69.4254585928213,66.6683750803542,5.96331156937944,16.0101021901315,14.9503638742682,1.5052,2.86737948445472,32.70503586,158488000000.0,56485448.0,21199425.0,37038292.0,20.978527853008355,4.35117457564352,5.42574216820025,3843012.0,4.0577840651012,5.88132366464731,7.34498985961701,5.74988904850084,7.14463527515597,53933079.0,27098416.0,5.21056697191514,12437428.0,6076812.0,28226770382.9207,130000000.0,25391800.0,1331000000.0,18752463333.125603,6832878.0,52.3223901119141,44.03938072958898,2.49734384111055,14.5644392170472,18.3812610453776,4.41891204850314,6.37995607803189,7.30693483012504,7.61357518209835,9.33699299756322,72.4511386914021,8.48479610829043,5.46639167631117,17.1730807932505,5.74337754755986,75504358024.6046,5.4181813340667855,2.06623301216578,44379844024.6046,3060484.0,475000.0,63.045925743478,8.795635155379607,27.289,40646582.0,4.54656023643264,11314366.0,7471354.0,6.23746268368478,5.77825019272888,6.47658398104429,6.68936764433594,2.9439666665,8.03267191014276,26834664.0,7.33320082049645,4.76116801289788,6360616.0,4.97862888945516
1986,243326000000.0,72.617,47.7462495609283,77720436.0,22.749184135586503,2.00101159718824,2.99333328137925,10.4102688945601,2.94932036451686,5.88256053583021,8.41769377941757,6.96859608391909,8.5741819072159,69.4791198438962,66.5742134850641,5.62181832541996,15.8059335678412,14.7774912869634,1.1103,2.79032856698511,33.66088646,190872000000.0,56438249.0,21282187.0,37108593.0,21.17894849903633,4.50751997802395,5.0304030198175,3863104.0,4.52395577123619,5.78770642023111,7.50402802378994,6.10861638957031,7.3717594897889,53999475.0,27037015.0,4.9287652749323,12284440.0,6001412.0,28939334666.7727,310000000.0,26189300.0,1384000000.0,26065367271.4253,6856896.0,52.2537504390717,43.928132634622834,2.46660365147579,14.7149465882626,18.6482952279725,4.42863218716295,6.61178054039813,6.60841429253658,7.67171387146218,9.41207343761111,72.658264829651,8.08261819409726,5.58407893166141,16.9314662757889,5.72556901870752,88940673107.793,5.4846722831532215,-0.129413360854693,51734029307.793,3095453.0,547900.0,62.9643358920914,8.82251355357811,27.382999999999996,40611843.0,4.58641645889482,11436521.0,7573416.0,6.06596498964511,5.99221053596822,5.89035879616989,6.73562148501057,2.17148333308333,8.11060152445057,26962460.0,7.00734583043948,4.87464546946204,6283029.0,4.9740805425691
1987,294369000000.0,72.836,47.8274375008764,77839920.0,22.661848482281354,2.04151268388975,2.63703130648597,10.4300935551631,3.30221467988566,5.91644208604522,8.33274384657487,7.21745319550999,8.8239514262197,69.4394591748535,66.4176420406631,5.41280039660633,15.7362646712125,14.7298631217894,0.919,2.77229902629809,34.58418508,228441000000.0,56695484.0,21144436.0,37228839.0,21.348490967495348,4.68035318276979,4.48627592030503,3883003.0,5.07868147877738,5.67528417803226,7.4516037452879,6.36129947553044,7.6097512736328,54051619.0,26972923.0,4.75783092893415,12249096.0,5981957.0,29528588618.8089,320000000.0,27007100.0,929000000.0,32131496921.419197,7076750.0,52.1725637796826,44.0103394497767,2.44933488490175,14.824276153934,18.8524948375475,4.49533230908113,6.91422049296587,6.2589798557247,7.7742343718314,9.39616010913743,72.7358085815385,7.6062908884482,5.6803934704966,16.8340978632984,5.74090399619544,124833918206.129,5.772928933810672,0.249906108704984,78756312006.1286,3272990.0,596200.0,63.1216876137913,9.091414790765457,27.164,40611082.0,4.60718425569531,11539205.0,7656202.0,5.89178669006397,6.28014739033015,5.60262332589462,6.80724936537575,1.79739166666667,8.12286032493503,27078697.0,6.61503627158019,4.97181761096464,6267139.0,5.00021458189059
1988,323323000000.0,72.999,47.9170496319137,78144619.0,22.812676592230783,2.08057139062725,2.28212777872168,10.4053939093956,3.60640432003762,5.83045335169019,8.05603811944315,7.36265792386509,9.07380699831351,69.3174657765095,66.2056726214667,5.35330745832963,15.8131697060292,14.8180468804991,0.8979,2.64090993011822,35.45371522,250467000000.0,57044790.0,21099829.0,37444596.0,21.45110745539745,4.86308911859159,3.91776311902312,3896258.0,5.5701330838215,5.54047566323859,7.22786472468056,6.53202608747158,7.84694808823525,54167870.0,26945724.0,4.71072723973405,12357141.0,6030948.0,29665077154.0249,429000000.0,27823200.0,1397000000.0,33036667268.810596,7018943.0,52.0829503680863,44.263784047628235,2.43629042000906,14.8693645174612,18.9762804980343,4.69303002115433,7.28909815911912,6.15612380952862,7.90915925508901,9.27098487646978,72.6997977375722,7.0584452228994,5.74359584084902,16.8948083530322,5.79790505385355,97575978902.4572,5.704219438795375,1.27411894006919,58527563402.4573,3253960.0,610200.0,63.9259329909699,8.98199145356381,27.001000000000005,40700023.0,4.62529517659805,11619608.0,7723351.0,5.78309670396255,6.63638977249098,5.52433803362592,6.9039267653034,1.756225,8.04564938093131,27222146.0,6.16495740152651,5.042912614124,6326193.0,5.06440702664101
